gene_id,control_expr,centrioles_mean,fold_change
ENSG00000130427.3,0.0,0.09970872204124542,0.09970872204124542
ENSG00000294586.1,0.0,0.09924899934804604,0.09924899934804604
ENSG00000288990.3,0.0,0.09873161077611273,0.09873161077611273
ENSG00000289101.2,0.0,0.09873161077611273,0.09873161077611273
ENSG00000265190.7,0.0,0.09853322784099203,0.09853322784099203
ENSG00000197520.11,0.0,0.09758445687622537,0.09758445687622537
ENSG00000277400.1,0.0,0.09675179963129495,0.09675179963129495
ENSG00000290025.2,0.0,0.09675179963129495,0.09675179963129495
ENSG00000303888.1,0.0,0.096749394473809,0.096749394473809
ENSG00000276717.3,0.0,0.09657689204079214,0.09657689204079214
ENSG00000223452.3,0.0,0.09657689204079214,0.09657689204079214
ENSG00000309937.1,0.0,0.09605385452937575,0.09605385452937575
ENSG00000270882.3,0.0,0.09605385452937575,0.09605385452937575
ENSG00000264113.2,0.0,0.0955102884111648,0.0955102884111648
ENSG00000307373.1,0.0,0.0953600530843341,0.0953600530843341
ENSG00000229256.1,0.0,0.0953600530843341,0.0953600530843341
ENSG00000254288.2,0.0,0.0953600530843341,0.0953600530843341
ENSG00000183114.8,0.0,0.0953600530843341,0.0953600530843341
ENSG00000300625.1,0.0,0.09527484578381043,0.09527484578381043
ENSG00000163749.18,0.0,0.09443474953320007,0.09443474953320007
ENSG00000226409.4,0.0,0.09443474953320007,0.09443474953320007
ENSG00000235278.2,0.0,0.09438438584317153,0.09438438584317153
ENSG00000231208.5,0.0,0.09438438584317153,0.09438438584317153
ENSG00000278862.1,0.0,0.09438438584317153,0.09438438584317153
ENSG00000226281.7,0.0,0.09438438584317153,0.09438438584317153
ENSG00000267909.3,0.0,0.09438438584317153,0.09438438584317153
ENSG00000307367.1,0.0,0.09438438584317153,0.09438438584317153
ENSG00000307279.1,0.0,0.09348304376110549,0.09348304376110549
ENSG00000226581.5,0.0,0.09327705266859565,0.09327705266859565
ENSG00000285964.2,0.0,0.09327705266859565,0.09327705266859565
ENSG00000307060.1,0.0,0.09327705266859565,0.09327705266859565
ENSG00000307213.1,0.0,0.09327705266859565,0.09327705266859565
ENSG00000230592.2,0.0,0.09327705266859565,0.09327705266859565
ENSG00000273901.1,0.0,0.09327705266859565,0.09327705266859565
ENSG00000250254.2,0.0,0.092210336936217,0.092210336936217
ENSG00000244384.3,0.0,0.09215001803872866,0.09215001803872866
ENSG00000230756.1,0.0,0.09215001803872866,0.09215001803872866
ENSG00000113249.14,0.0,0.09215001803872866,0.09215001803872866
ENSG00000269800.1,0.0,0.09215001803872866,0.09215001803872866
ENSG00000203952.10,0.0,0.09188584369097197,0.09188584369097197
ENSG00000183929.7,0.0,0.09188584369097197,0.09188584369097197
ENSG00000249412.1,0.0,0.09188584369097197,0.09188584369097197
ENSG00000217495.2,0.0,0.09185803403931732,0.09185803403931732
ENSG00000243777.1,0.0,0.09185803403931732,0.09185803403931732
ENSG00000234286.4,0.0,0.09162508840732753,0.09162508840732753
ENSG00000137673.9,0.0,0.09098500893919453,0.09098500893919453
ENSG00000296173.1,0.0,0.09057772051867563,0.09057772051867563
ENSG00000301936.1,0.0,0.09035175863277994,0.09035175863277994
ENSG00000256237.2,0.0,0.09035175863277994,0.09035175863277994
ENSG00000228487.3,0.0,0.09025977258300896,0.09025977258300896
ENSG00000212769.5,0.0,0.09025977258300896,0.09025977258300896
ENSG00000300859.1,0.0,0.090112139660741,0.090112139660741
ENSG00000137434.12,0.0,0.08958815357419211,0.08958815357419211
ENSG00000221887.6,0.0,0.08900563511539518,0.08900563511539518
ENSG00000274354.1,0.0,0.08900563511539518,0.08900563511539518
ENSG00000204148.4,0.0,0.08839725370644559,0.08839725370644559
ENSG00000241188.3,0.0,0.08839725370644559,0.08839725370644559
ENSG00000303916.1,0.0,0.08839725370644559,0.08839725370644559
ENSG00000271098.1,0.0,0.08839725370644559,0.08839725370644559
ENSG00000185306.13,0.0,0.08839725370644559,0.08839725370644559
ENSG00000286809.1,0.0,0.08839725370644559,0.08839725370644559
ENSG00000154914.17,0.0,0.08839725370644559,0.08839725370644559
ENSG00000163121.10,0.0,0.08766442011247076,0.08766442011247076
ENSG00000304304.1,0.0,0.08766442011247076,0.08766442011247076
ENSG00000219027.2,0.0,0.08764010083419045,0.08764010083419045
ENSG00000286369.3,0.0,0.08764010083419045,0.08764010083419045
ENSG00000295645.1,0.0,0.08716896349236097,0.08716896349236097
ENSG00000236015.1,0.0,0.08716896349236097,0.08716896349236097
ENSG00000173862.4,0.0,0.08716896349236097,0.08716896349236097
ENSG00000280305.1,0.0,0.08690539652865643,0.08690539652865643
ENSG00000260360.3,0.0,0.08690539652865643,0.08690539652865643
ENSG00000229116.4,0.0,0.0865832677152983,0.0865832677152983
ENSG00000283312.1,0.0,0.0865832677152983,0.0865832677152983
ENSG00000280059.1,0.0,0.0862964605909282,0.0862964605909282
ENSG00000181785.3,0.0,0.0862964605909282,0.0862964605909282
ENSG00000303910.1,0.0,0.0862964605909282,0.0862964605909282
ENSG00000263438.7,0.0,0.0862964605909282,0.0862964605909282
ENSG00000287677.3,0.0,0.08608718622546621,0.08608718622546621
ENSG00000278869.3,0.0,0.08576347070382966,0.08576347070382966
ENSG00000179774.9,0.0,0.08576347070382966,0.08576347070382966
ENSG00000177406.6,0.0,0.08576347070382966,0.08576347070382966
ENSG00000272182.1,0.0,0.08576347070382966,0.08576347070382966
ENSG00000129450.9,0.0,0.08470877387248252,0.08470877387248252
ENSG00000294943.1,0.0,0.08470877387248252,0.08470877387248252
ENSG00000240567.1,0.0,0.08470877387248252,0.08470877387248252
ENSG00000163497.3,0.0,0.08470877387248252,0.08470877387248252
ENSG00000302099.1,0.0,0.08427238750429454,0.08427238750429454
ENSG00000306315.1,0.0,0.08409302513177916,0.08409302513177916
ENSG00000267052.3,0.0,0.08341814669435793,0.08341814669435793
ENSG00000289141.3,0.0,0.08341814669435793,0.08341814669435793
ENSG00000294753.1,0.0,0.08341814669435793,0.08341814669435793
ENSG00000272383.1,0.0,0.08341814669435793,0.08341814669435793
ENSG00000099985.4,0.0,0.0832753520349665,0.0832753520349665
ENSG00000289356.2,0.0,0.08304072439911012,0.08304072439911012
ENSG00000306624.1,0.0,0.08286234096363938,0.08286234096363938
ENSG00000233635.2,0.0,0.08268397295015523,0.08268397295015523
ENSG00000303329.1,0.0,0.08268397295015523,0.08268397295015523
ENSG00000308521.1,0.0,0.08268397295015523,0.08268397295015523
ENSG00000064692.20,0.0,0.08244921241545584,0.08244921241545584
ENSG00000294557.1,0.0,0.08221823537170153,0.08221823537170153
ENSG00000255036.6,0.0,0.08215450159325008,0.08215450159325008
ENSG00000309645.1,0.0,0.08189032332785498,0.08189032332785498
ENSG00000293096.2,0.0,0.08189032332785498,0.08189032332785498
ENSG00000308886.1,0.0,0.08189032332785498,0.08189032332785498
ENSG00000174343.6,0.0,0.08189032332785498,0.08189032332785498
ENSG00000117148.8,0.0,0.08189032332785498,0.08189032332785498
ENSG00000286403.1,0.0,0.08189032332785498,0.08189032332785498
ENSG00000238178.8,0.0,0.08180093514963983,0.08180093514963983
ENSG00000303589.3,0.0,0.08180093514963983,0.08180093514963983
ENSG00000177803.7,0.0,0.08180093514963983,0.08180093514963983
ENSG00000176907.5,0.0,0.0813884265586901,0.0813884265586901
ENSG00000225180.8,0.0,0.0813884265586901,0.0813884265586901
ENSG00000282950.2,0.0,0.0813884265586901,0.0813884265586901
ENSG00000303375.1,0.0,0.0813884265586901,0.0813884265586901
ENSG00000298303.1,0.0,0.0813884265586901,0.0813884265586901
ENSG00000310091.1,0.0,0.08038616400002345,0.08038616400002345
ENSG00000295248.1,0.0,0.08038616400002345,0.08038616400002345
ENSG00000228121.1,0.0,0.08012379844846254,0.08012379844846254
ENSG00000253652.2,0.0,0.08012379844846254,0.08012379844846254
ENSG00000293394.2,0.0,0.08012379844846254,0.08012379844846254
ENSG00000306073.1,0.0,0.08012379844846254,0.08012379844846254
ENSG00000288967.2,0.0,0.08012379844846254,0.08012379844846254
ENSG00000249261.2,0.0,0.08012379844846254,0.08012379844846254
ENSG00000303938.1,0.0,0.07979616388886651,0.07979616388886651
ENSG00000186075.13,0.0,0.07843769953204241,0.07843769953204241
ENSG00000309500.1,0.0,0.07841183364109869,0.07841183364109869
ENSG00000275719.1,0.0,0.07841183364109869,0.07841183364109869
ENSG00000143226.16,0.0,0.07841183364109869,0.07841183364109869
ENSG00000294647.1,0.0,0.07841183364109869,0.07841183364109869
ENSG00000224566.2,0.0,0.07841183364109869,0.07841183364109869
ENSG00000245017.5,0.0,0.07841183364109869,0.07841183364109869
ENSG00000256748.1,0.0,0.07841183364109869,0.07841183364109869
ENSG00000299836.1,0.0,0.07841183364109869,0.07841183364109869
ENSG00000309618.1,0.0,0.07841183364109869,0.07841183364109869
ENSG00000225405.3,0.0,0.07841183364109869,0.07841183364109869
ENSG00000233615.1,0.0,0.07817327041668304,0.07817327041668304
ENSG00000105550.10,0.0,0.07817327041668304,0.07817327041668304
ENSG00000310291.1,0.0,0.07817327041668304,0.07817327041668304
ENSG00000303829.1,0.0,0.07811682225658165,0.07811682225658165
ENSG00000120915.14,0.0,0.07811682225658165,0.07811682225658165
ENSG00000295443.1,0.0,0.07811682225658165,0.07811682225658165
ENSG00000234284.7,0.0,0.07811682225658165,0.07811682225658165
ENSG00000165810.17,0.0,0.07811682225658165,0.07811682225658165
ENSG00000233850.2,0.0,0.07811682225658165,0.07811682225658165
ENSG00000300968.1,0.0,0.07811682225658165,0.07811682225658165
ENSG00000202498.1,0.0,0.07811682225658165,0.07811682225658165
ENSG00000255794.12,0.0,0.07811682225658165,0.07811682225658165
ENSG00000301010.1,0.0,0.07811682225658165,0.07811682225658165
ENSG00000241484.10,0.0,0.07811682225658165,0.07811682225658165
ENSG00000250532.2,0.0,0.07811682225658165,0.07811682225658165
ENSG00000234889.2,0.0,0.07811682225658165,0.07811682225658165
ENSG00000235361.2,0.0,0.07811682225658165,0.07811682225658165
ENSG00000197241.4,0.0,0.07811682225658165,0.07811682225658165
ENSG00000286886.1,0.0,0.07811682225658165,0.07811682225658165
ENSG00000310206.1,0.0,0.07811682225658165,0.07811682225658165
ENSG00000289408.3,0.0,0.07811682225658165,0.07811682225658165
ENSG00000130656.6,0.0,0.07811682225658165,0.07811682225658165
ENSG00000000938.13,0.0,0.07811682225658165,0.07811682225658165
ENSG00000271384.1,0.0,0.07811682225658165,0.07811682225658165
ENSG00000298779.1,0.0,0.07811682225658165,0.07811682225658165
ENSG00000227531.2,0.0,0.07811682225658165,0.07811682225658165
ENSG00000004948.16,0.0,0.07811682225658165,0.07811682225658165
ENSG00000252916.1,0.0,0.07769837667828353,0.07769837667828353
ENSG00000284677.1,0.0,0.07769837667828353,0.07769837667828353
ENSG00000277763.2,0.0,0.07769837667828353,0.07769837667828353
ENSG00000223427.1,0.0,0.07769837667828353,0.07769837667828353
ENSG00000134765.10,0.0,0.07769837667828353,0.07769837667828353
ENSG00000179031.8,0.0,0.07698668533479387,0.07698668533479387
ENSG00000294888.1,0.0,0.07698668533479387,0.07698668533479387
ENSG00000230747.1,0.0,0.07698668533479387,0.07698668533479387
ENSG00000307463.1,0.0,0.07698668533479387,0.07698668533479387
ENSG00000177359.23,0.0,0.07684013924796845,0.07684013924796845
ENSG00000255446.1,0.0,0.07654183059968214,0.07654183059968214
ENSG00000235768.1,0.0,0.07603749504311211,0.07603749504311211
ENSG00000251010.1,0.0,0.07603749504311211,0.07603749504311211
ENSG00000271484.1,0.0,0.07603749504311211,0.07603749504311211
ENSG00000266531.1,0.0,0.07603749504311211,0.07603749504311211
ENSG00000255478.1,0.0,0.07603749504311211,0.07603749504311211
ENSG00000296962.1,0.0,0.07603749504311211,0.07603749504311211
ENSG00000304140.1,0.0,0.07603749504311211,0.07603749504311211
ENSG00000307345.1,0.0,0.07603749504311211,0.07603749504311211
ENSG00000235314.2,0.0,0.07603749504311211,0.07603749504311211
ENSG00000161940.11,0.0,0.07595121209091978,0.07595121209091978
ENSG00000100427.16,0.0,0.07595121209091978,0.07595121209091978
ENSG00000298207.1,0.0,0.07500189677698345,0.07500189677698345
ENSG00000297056.1,0.0,0.07500189677698345,0.07500189677698345
ENSG00000249779.1,0.0,0.07484986789824481,0.07484986789824481
ENSG00000304082.1,0.0,0.07484986789824481,0.07484986789824481
ENSG00000295124.1,0.0,0.07484986789824481,0.07484986789824481
ENSG00000301825.1,0.0,0.07484986789824481,0.07484986789824481
ENSG00000176435.7,0.0,0.07484986789824481,0.07484986789824481
ENSG00000287996.1,0.0,0.07484986789824481,0.07484986789824481
ENSG00000270031.1,0.0,0.07484986789824481,0.07484986789824481
ENSG00000004809.14,0.0,0.07484986789824481,0.07484986789824481
ENSG00000279409.1,0.0,0.07484986789824481,0.07484986789824481
ENSG00000124479.11,0.0,0.07484986789824481,0.07484986789824481
ENSG00000197757.8,0.0,0.07484986789824481,0.07484986789824481
ENSG00000189127.8,0.0,0.07416628197884194,0.07416628197884194
ENSG00000233569.2,0.0,0.0739919560544306,0.0739919560544306
ENSG00000267166.5,0.0,0.0739919560544306,0.0739919560544306
ENSG00000180818.5,0.0,0.0739919560544306,0.0739919560544306
ENSG00000305219.1,0.0,0.0739919560544306,0.0739919560544306
ENSG00000225406.1,0.0,0.07375304732402084,0.07375304732402084
ENSG00000279917.1,0.0,0.07375304732402084,0.07375304732402084
ENSG00000303882.1,0.0,0.07363300270626674,0.07363300270626674
ENSG00000171401.15,0.0,0.07363300270626674,0.07363300270626674
ENSG00000303824.1,0.0,0.07345351933977791,0.07345351933977791
ENSG00000302648.1,0.0,0.07342262633124094,0.07342262633124094
ENSG00000306716.1,0.0,0.07342262633124094,0.07342262633124094
ENSG00000269621.1,0.0,0.07342262633124094,0.07342262633124094
ENSG00000230498.3,0.0,0.07342262633124094,0.07342262633124094
ENSG00000242697.2,0.0,0.07342262633124094,0.07342262633124094
ENSG00000158428.5,0.0,0.07321455284920374,0.07321455284920374
ENSG00000054356.14,0.0,0.07321455284920374,0.07321455284920374
ENSG00000286183.1,0.0,0.07321455284920374,0.07321455284920374
ENSG00000251011.6,0.0,0.07255791921274565,0.07255791921274565
ENSG00000234471.2,0.0,0.07255791921274565,0.07255791921274565
ENSG00000254099.1,0.0,0.0721400893757859,0.0721400893757859
ENSG00000202414.1,0.0,0.0721400893757859,0.0721400893757859
ENSG00000306517.1,0.0,0.0721400893757859,0.0721400893757859
ENSG00000274515.1,0.0,0.0721400893757859,0.0721400893757859
ENSG00000175800.5,0.0,0.07175434919330856,0.07175434919330856
ENSG00000287613.1,0.0,0.07175434919330856,0.07175434919330856
ENSG00000234244.3,0.0,0.07175434919330856,0.07175434919330856
ENSG00000239821.3,0.0,0.07175434919330856,0.07175434919330856
ENSG00000272506.1,0.0,0.07175434919330856,0.07175434919330856
ENSG00000205537.2,0.0,0.07175434919330856,0.07175434919330856
ENSG00000277610.1,0.0,0.07166245089797255,0.07166245089797255
ENSG00000178458.5,0.0,0.0711248850594961,0.0711248850594961
ENSG00000263644.1,0.0,0.07052725802578574,0.07052725802578574
ENSG00000163564.15,0.0,0.07052725802578574,0.07052725802578574
ENSG00000283703.3,0.0,0.07052725802578574,0.07052725802578574
ENSG00000299987.1,0.0,0.06986942073592928,0.06986942073592928
ENSG00000227455.4,0.0,0.0698433669985986,0.0698433669985986
ENSG00000260317.1,0.0,0.0698433669985986,0.0698433669985986
ENSG00000181074.5,0.0,0.0698433669985986,0.0698433669985986
ENSG00000300875.1,0.0,0.0698433669985986,0.0698433669985986
ENSG00000299279.1,0.0,0.0698433669985986,0.0698433669985986
ENSG00000196119.8,0.0,0.0698433669985986,0.0698433669985986
ENSG00000160183.17,0.0,0.0698433669985986,0.0698433669985986
ENSG00000237339.5,0.0,0.0698433669985986,0.0698433669985986
ENSG00000305307.1,0.0,0.0698433669985986,0.0698433669985986
ENSG00000280285.1,0.0,0.0698433669985986,0.0698433669985986
ENSG00000291325.1,0.0,0.0698433669985986,0.0698433669985986
